       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       1       0       0       0       0       0       0       0       0
       0       0
       0       0       0       0       0       0       0       0       1       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       1       0       0       0
       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       1       0       0       0       0
       0       0
       0       0       0       0       0       0       0       0       0       1
       0       1       1       0       0       0       1       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0
       0       0       0       0       0       1       0       0       0       0
       0       2       0       0       0       1       1       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       5       0       2       0       1       1       1       0
       0       0       0       0       0       0       1       1       0       0
       0       0
       0       0       0       0       0       0       0       0       0       0
       1       0       0       0       2       1       2       4       0       0
       0       0       2       0       0       0       0       1       0       0
       0       0
       1       0       0       1       0       0       0       0       1       0
       0       0       4       0       1       4       6       2       0       5
       1       0       0       0       0       0       0       0       0       0
       0       0
       0       0       0       0       0       0       0       0       1       1
       0       0       0       0       0       0       5       4       1       0
       1       0       0       0       0       0       0       1       0       0
       0       0
       0       0       0       0       0       0       1       0       0       0
       1       2       0       3       8      12       3       7       1       6
       1       0       1       0       0       0       0       0       0       0
       0       0
       0       0       0       1       0       1       1       0       0       3
       2       3       8       7      15       0       4      10       0       6
       2       2       0       0       0       0       0       0       0       0
       0       0
       0       0       0       0       0       0       0       2       0       2
       2       1       7      12      48      28      56      11      14       0
       8       2       1       0       0       0       0       0       0       0
       0       0
       0       1       0       0       0       0       1       5       4       8
       7       0       4       5      54     102      38      24      31       4
      12       7       6       0       0       0       0       1       0       0
       0       0
       0       0       0       0       0       0       1       1       8      12
      11       1      20     138      12     269     244     401      35      36
       1       1       2       1       3       0       0       0       0       0
       0       1
       0       1       0       2       0       1       1       0       4       4
       8       9      43     109     389     185    1376     248       5       6
      20       4       4       4       3       0       0       0       0       1
       0       0
       0       1       2       0       2       1       4       3       1      10
       3      32      31      15     198     980    1687     210      34      28
      34       0      15       8       2       1       2       0       1       0
       0       0
       0       0       0       0       1       3       2       2       1      10
      18       3      25      64     227      62     350      12      54      64
      11       9       5      12       1       3       1       0       2       2
       0       0
       0       0       0       0       1       0       1       0       4       1
      14       9      15       5      76      27      59      16       4      38
       0       8       5       6       0       3       1       0       1       0
       1       0
       0       0       0       0       0       0       0       2       0       1
       7       1       6       4      77      27      17      51      22      63
       0      18       3       1       0       2       0       2       0       0
       0       0
       0       0       0       0       1       2       0       0       0       3
       1       2      12       0      45       2      14      30      34      18
      11      11       1       0       0       0       1       2       0       0
       0       0
       0       0       0       0       0       0       0       1       0       6
       0       5      15       0       6       2      19      11      41       1
      12       6       0       0       0       1       1       0       1       0
       0       0
       0       0       0       0       0       1       0       2       0       3
       0       0      11       0       0       5       1       5      10       1
       4       3       3       0       0       1       0       1       1       0
       0       0
       0       0       0       1       0       1       0       0       0       1
       1       0       3       0       0       3       1       3       5       8
       2       2       0       0       0       0       0       0       0       0
       0       0
       0       0       0       0       0       0       0       0       0       2
       1       1       5       0       0       1       1       0       5       2
       3       4       1       0       0       0       0       0       0       0
       0       0
       0       0       0       1       0       0       1       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       1       0       0       0       0       0       0
       0       0
       0       0       0       0       0       0       0       1       0       0
       0       0       1       0       1       0       0       0       0       0
       0       0       0       1       0       0       0       0       0       0
       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       2       0       0       1       0       0
       0       0       0       0       0       0       0       1       0       0
       0       0
       0       0       0       0       0       0       1       0       0       1
       0       1       0       0       0       0       0       2       0       0
       0       0       0       0       1       0       0       0       0       0
       0       0
       0       0       0       0       0       0       0       0       0       0
       1       0       0       0       0       0       2       1       0       0
       0       0       0       1       0       0       0       0       0       0
       0       0
       0       0       0       0       0       0       0       0       0       0
       1       0       0       0       0       1       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       1       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0
