      10      10      11      10      10      10      10       9       9       9
      10       9      10      10      10       9       9       9       9       9
       9       9       9      10      10       9       9      10       9       9
      10      10
      10      11      11      11      10      10      10       9       9       9
      10       9      10      10      10       9       9       9       9       9
       9       9       9      10      10      10       9       9       9       9
       9      10
       9      10      11      11      10       9      10      10       9       9
      10      10      10       9       9       9       9       9       9       9
       9       9       9       9      10      10      10       9       9       9
       9       9
       9       9      10      10       9       9       9      10       9       9
       9      10      10       9       9       9       9       9      10      10
      10      10       9       9      10      10      10       9       9       9
       9       9
       9       9       9       9       9       9       9       9       9       9
       9      10      10       9       9       8       9      10      10      10
      10      10      10       9       9      10      10       9       9       9
       9       9
      10       9       9       9       9       9       9       9       9       9
       9       9       9       9       8       8       9      10       9       9
      10      10      10       9       9       9       9       9      10      10
       9       9
      10      10       9       9       9       9       9       9       9       8
       8       9       9       9       9       8       9       9       9       9
       9       9      10      10       9       9       9       9      10      10
       9      10
      10      10       9       9       9       9       9       9       9       8
       8       9       9       9       9       8       9       9       8       9
       9       9       9       9       9       9       9       9      10      10
      10      10
      10      10       9       9       9       9       9       9       9       9
       9       9       9       9       9       8       8       8       8       9
       9       9       9       9       9       9       9      10      10      10
       9       9
       9       9       9       9       9       9       9       9       9       9
       9       9       9       9       8       8       8       8       9       9
       9       9       9       9      10      10      10      10      10      10
       9       9
       9       9      10       9       9       9       9      10      10       9
       9       9       9       9       8       9       9       8       9       9
       9       9      10      10      10      10      10      10      10      10
       9       9
       9      10      10      10       9       9       9       9       9       9
       9       9       9       9       9       9       9       8       9       9
       9       9      10      10      10      10      10      10       9      10
       9       9
       9      10      10      10       9       9       9       9       9       9
       9       9       9       9       9       9       9       9       9       9
       9       9       9       9      10      10      10      10       9       9
       9      10
       9      10      10      10       9       9       9       9      10       9
       9       9       9       9       9       9       9       9       9       9
       9       9       9       9       9       9       9       9       9      10
      10      10
       9       9       9       9       9       9       9       9      10      10
       9       9       9       9       9       9       9      10      10       9
       9       9       9      10      10       9       9       9      10      10
      10       9
       9       9       9       9       9       9       9      10      10      10
      10       9       9       9       9       9       9      10      10       9
       9      10      10      10      10       9       9       9      10      10
      10       9
       9       9       9       9       9       9      10      10       9      10
      10      10      10       9       9       9       9       9       9       9
       9      10      10      10      10       9      10      10      10      10
       9       9
       9       9       9       9       9       9      10      10       9       9
      10      10      10       9       9       9       9       9       9       9
       9      10      10      10      10      10      10      10      10      10
       9       9
       9       9       9       9       9       9      10       9       9       9
      10      10      10      10       9       9       9       9       9       9
       9       9      10      10      10      10      10      10      10      10
       9       9
       8       9       9       9       9       9       9       9       9       9
      10      10      10      10       9       9       9       9       9       9
       9       9      10      10      10      10      10       9       9       9
       9       9
       9       9       9       9       9       9       9       9       9       9
      10      10      10      10      10       9       9       9       9       9
       9      10      10      10      10      10       9       9       9       9
       9       9
       9       9       9       9       9       9      10       9       9       9
      10      11      11      11      11       9       9       9       9      10
      10      10      10      11      10      10       9       9       9       9
       9       9
       9       9       9       9       9      10      10      10       9       9
      10      10      11      11      11      10       9       9      10      10
      10      10      10      10      10       9       9       9       9       9
       9       9
       8       8       8       8       9      10      10      10      10       9
       9       9      10      11      11      10      10      10      10      10
       9      10      10      10       9       9       9       9      10       9
       9       9
       8       8       8       8       9      10      10      10       9       9
       9       9       9      10      11      11      10      10      10      10
       9      10      10       9       9       9       9       9       9       9
       9       9
       8       8       8       8       9       9      10      10       9       9
       9       9       9      10      10      11      10      10       9      10
       9       9       9       9       9       9       9       9       9       9
      10       9
       8       9       9       8       8       9       9       9       9       9
       9       9       9      10      10      10      10       9       9       9
       9       9       9       9       9       9       9      10       9       9
       9       9
       9       9       9       8       8       9       9       9       9       9
       9       9       9       9      10      10      10       9       9       9
       9       9       9       9       9       9      10      10      10       9
       9       9
       9      10       9       9       8       8       9       9       9       9
      10      10       9       9       9       9       9       9       9      10
      10      10       9       9       9       9       9      10      10      10
       9       9
       9       9       9       9       8       8       9       9       9       9
      10      11      10      10       9       9       9       9       9      10
      10      10       9       9      10      10       9       9      10      10
       9       9
       9       9       9       9       9       9       9       9       9       9
      10      11      11      10       9       9       9       9       9      10
      10      10      10       9      10      10      10      10      10       9
       9       9
       9      10      10       9       9       9       9       9       9       9
       9      10      10      10       9       9       9       9      10       9
       9       9      10      10      10      10      10      10      10      10
       9      10
